INCIDENT_NUMBER,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,DAY_OF_WEEK,HOUR,Lat,Long
232007173,,INVESTIGATE PERSON,B3,Friday   ,22,42.27166144598919,-71.09953381947697
232004454,,VERBAL DISPUTE,B2,Tuesday  ,20,42.312596725464594,-71.09287521197788
232006290,,INVESTIGATE PERSON,A1,Tuesday  ,0,42.36569984586877,-71.052891614826
232012445,,THREATS TO DO BODILY HARM,C6,Wednesday,18,42.32696694388879,-71.06198554191644
232013356,,"MURDER, NON-NEGLIGENT MANSLAUGHTER",B3,Saturday ,21,42.29598150117467,-71.08975987113469
232014339,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,Wednesday,18,42.35074244990026,-71.06006087926775
232072979,,SERVICE TO OTHER AGENCY,D14,Friday   ,1,42.36402800685285,-71.1196284437359
232017306,,INVESTIGATE PERSON,B2,Sunday   ,20,42.33487308948349,-71.08504594781867
232018538,,INVESTIGATE PERSON,D4,Tuesday  ,18,42.34746283310742,-71.09826540629957
232013562,,VERBAL DISPUTE,C6,Sunday   ,18,42.34185598887488,-71.0570585742639
232013561,,VERBAL DISPUTE,B2,Sunday   ,19,42.316321740597466,-71.08922988803546
232013567,,SICK ASSIST,E18,Sunday   ,20,42.25874106305607,-71.1260751503175
232013581,,VERBAL DISPUTE,C11,Sunday   ,21,42.31975778298231,-71.0542888887518
232013599,,INVESTIGATE PERSON,C11,Sunday   ,23,42.30524457403058,-71.0748374009579
232013597,,VERBAL DISPUTE,C11,Sunday   ,23,42.30385490479877,-71.06087527197236
232032008,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,B3,Tuesday  ,22,42.29869499455359,-71.07555205657886
232035121,,INVESTIGATE PERSON,D14,Sunday   ,0,42.34041044398112,-71.14372962922079
232002636,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,D4,Wednesday,2,42.340590408115325,-71.08173944604856
232029608,,VANDALISM,A1,Sunday   ,22,42.35739590472522,-71.07008872693763
252074265,,INVESTIGATE PERSON,D14,Saturday ,1,42.35186740533659,-71.12290572085581
252099132,,FIRE REPORT,B2,Saturday ,2,42.31830218937227,-71.08575355258694
232044261,,INVESTIGATE PERSON,A1,Tuesday  ,1,42.35487365146457,-71.05861218049148
232071381,,INVESTIGATE PERSON,E5,Friday   ,18,42.287093552591074,-71.14822128377165
232024716,,ASSAULT - SIMPLE,E13,Thursday ,21,42.320665764510814,-71.10004924891845
232025496,,VANDALISM,D4,Sunday   ,20,42.33483154926247,-71.07904079286855
232026984,,ASSAULT - AGGRAVATED,A1,Friday   ,0,42.352510521284685,-71.06719118540572
242040636,,INVESTIGATE PERSON,B2,Wednesday,0,42.33744151891778,-71.10428095571272
232087111,,INVESTIGATE PERSON,C6,Friday   ,21,42.32553800747193,-71.06579591901075
232062630,,INVESTIGATE PERSON,D4,Sunday   ,19,42.34188295840222,-71.07817738146181
232065631,,INVESTIGATE PERSON,D4,Wednesday,18,42.34150501058682,-71.08833673494652
232007972,,ASSAULT - SIMPLE,D14,Monday   ,18,42.35170571387404,-71.11989955508469
232038955,,ASSAULT - AGGRAVATED,B3,Thursday ,22,42.284580268556105,-71.0808324363608
232040481,,ROBBERY,B3,Tuesday  ,23,42.28785436891502,-71.08679617691907
232040722,,BALLISTICS EVIDENCE/FOUND,D4,Wednesday,18,42.335434388463874,-71.08076683555426
232033039,,INVESTIGATE PERSON,D4,Saturday ,0,42.33281995479873,-71.07439998776083
242009965,,THREATS TO DO BODILY HARM,E18,Friday   ,0,42.25621592040215,-71.12401947329023
232016855,,ASSAULT - SIMPLE,A7,Friday   ,20,42.36908119485497,-71.04021570936975
232044656,,BURGLARY - COMMERICAL,B2,Tuesday  ,22,42.31865146760126,-71.08162285612738
232001615,,ASSAULT - SIMPLE,B3,Saturday ,2,42.290409230590654,-71.07693574277538
232041360,,INVESTIGATE PERSON,B3,Friday   ,19,42.28539021967645,-71.08457729516833
232046049,,SERVICE TO OTHER AGENCY,A7,Sunday   ,2,42.37215880290139,-71.03852378203004
232047171,,INVESTIGATE PERSON,B3,Thursday ,21,42.27615691256161,-71.09550303038291
232048619,,SERVICE TO OTHER AGENCY,B2,Tuesday  ,20,42.33538443957382,-71.10677964872764
232053261,,SERVICE TO OTHER AGENCY,C11,Thursday ,21,42.29755532959651,-71.05970910242573
232055952,,INVESTIGATE PERSON,E13,Saturday ,21,42.29182834849583,-71.11780085454099
232056181,,INVESTIGATE PERSON,C6,Sunday   ,18,42.34128750439044,-71.05467932649397
232064334,,ASSAULT - AGGRAVATED,D4,Saturday ,21,42.345075000393805,-71.07612300150303
232044236,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,D4,Monday   ,21,42.34496728455054,-71.0638222387923
232065296,,LARCENY THEFT FROM BUILDING,C11,Wednesday,18,42.29755532959651,-71.05970910242573
232067677,,ASSAULT - AGGRAVATED,D4,Wednesday,22,42.34123770877118,-71.0682754202783
232057808,,INVESTIGATE PERSON,E5,Friday   ,19,42.28926780399773,-71.1301727970835
242006467,,LARCENY ALL OTHERS,E5,Monday   ,0,42.287093552591074,-71.14822128377165
232086607,,INVESTIGATE PERSON,C6,Wednesday,0,42.34128750439044,-71.05467932649397
232085013,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,Friday   ,18,42.35074197291232,-71.06006134581432
232085746,,HARASSMENT/ CRIMINAL HARASSMENT,A7,Sunday   ,1,42.381325051436406,-71.02804009578
232089928,,BURGLARY - RESIDENTIAL,A7,Sunday   ,1,42.381325051436406,-71.02804009578
232087661,,INVESTIGATE PERSON,C6,Sunday   ,18,42.33135897901256,-71.04196297152804
232061901,,HARASSMENT/ CRIMINAL HARASSMENT,A1,Friday   ,0,42.359721364854025,-71.05852360114129
232094299,,INVESTIGATE PERSON,B2,Monday   ,2,42.31557284972261,-71.07503392904671
232078503,,ASSAULT - SIMPLE,E5,Tuesday  ,18,42.287093552591074,-71.14822128377165
232079399,,MISSING PERSON,C11,Sunday   ,23,42.3104339974624,-71.06134009762133
232036791,,FIRE REPORT,E5,Thursday ,19,42.28572875232596,-71.12265269612999
232005589,,INVESTIGATE PERSON,A1,Sunday   ,0,42.36416781086197,-71.05407040755179
232096913,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,C11,Wednesday,1,42.29481426184952,-71.07200870966095
232082438,,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,D4,Thursday ,2,42.34802569808531,-71.09622619865905
232097450,,INVESTIGATE PERSON,C11,Thursday ,20,42.29234068370162,-71.04803995551818
232079369,,INVESTIGATE PERSON,D4,Sunday   ,20,42.347024794823625,-71.08516365454005
232090990,,INVESTIGATE PERSON,B3,Thursday ,1,42.28362830278811,-71.0934955275648
232015502,,ASSAULT - SIMPLE,A15,Monday   ,0,42.380482070196415,-71.06087725234303
232077928,,ASSAULT - AGGRAVATED,D4,Tuesday  ,20,42.33653701417095,-71.07927105177906
232099373,,HARASSMENT/ CRIMINAL HARASSMENT,D4,Wednesday,23,42.339541989830174,-71.06940876967543
232099647,,HARASSMENT/ CRIMINAL HARASSMENT,D4,Thursday ,21,42.339541989830174,-71.06940876967543
232103370,,AUTO THEFT,E13,Tuesday  ,21,42.309718567672725,-71.10429431787648
232105773,,THREATS TO DO BODILY HARM,D4,Thursday ,22,42.3463537670452,-71.0762378541931
242007631,,INVESTIGATE PERSON,B2,Sunday   ,22,42.33700200415136,-71.09714000528234
242004891,,DEATH INVESTIGATION,C11,Thursday ,20,42.3009548788111,-71.06537601413639
242015091,,SERVICE TO OTHER AGENCY,C6,Friday   ,20,42.34128750439044,-71.05467932649397
232082082,,INVESTIGATE PERSON,C6,Tuesday  ,18,42.33767953944259,-71.05715260805914
232082500,,INVESTIGATE PERSON,C11,Wednesday,18,42.29755532959651,-71.05970910242573
242015652,,ASSAULT - SIMPLE,A7,Sunday   ,21,42.39327288451408,-71.00793914033349
242017373,,SERVICE TO OTHER AGENCY,B2,Wednesday,1,42.33962337739586,-71.10649736990383
242021895,,VERBAL DISPUTE,E5,Sunday   ,23,42.292777965403225,-71.16989709396327
232046487,,HARASSMENT/ CRIMINAL HARASSMENT,D4,Tuesday  ,18,42.35095908794592,-71.07412780075079
242028284,,INVESTIGATE PERSON,B3,Monday   ,18,42.28482576580487,-71.09137368938804
242633868,,FRAUD - CREDIT CARD / ATM FRAUD,D14,Saturday ,18,42.34905600030503,-71.15049849975023
242034863,,ROBBERY,B3,Tuesday  ,19,42.27855983805538,-71.09199697424748
232057056,,SERVICE TO OTHER AGENCY,D4,Thursday ,0,42.33428840659414,-71.07239517543796
232081823,,SICK ASSIST,D4,Monday   ,23,42.342439448304205,-71.08445529920462
232040132,,INVESTIGATE PERSON,E18,Monday   ,18,42.26701085259021,-71.12096171295192
232002061,,INVESTIGATE PERSON,A1,Monday   ,0,42.36293659676809,-71.05253752481674
232010148,,LARCENY ALL OTHERS,B3,Tuesday  ,0,42.28482576580487,-71.09137368938804
232023460,,THREATS TO DO BODILY HARM,E5,Sunday   ,2,42.27783169451306,-71.12420165854496
232003540,,ASSAULT - AGGRAVATED,E18,Saturday ,2,42.27868828335388,-71.11734354253124
232021843,,INVESTIGATE PERSON,B2,Tuesday  ,19,42.31514178542719,-71.06704709164647
232012812,,ASSAULT - SIMPLE,D4,Friday   ,2,42.346188206022006,-71.07852732952166
232013580,,VERBAL DISPUTE,C11,Sunday   ,21,42.317417873188816,-71.05916862165398
232013591,,VERBAL DISPUTE,D14,Sunday   ,23,42.349007766420016,-71.13860042894159
232005706,,THREATS TO DO BODILY HARM,E5,Sunday   ,2,42.28709390180178,-71.14822047635924
232008859,,INVESTIGATE PERSON,E13,Thursday ,19,42.32474136452328,-71.10491786978682
232042147,,INVESTIGATE PERSON,D4,Monday   ,19,42.34353469307891,-71.09980108837289
232000753,,ASSAULT - SIMPLE,D4,Wednesday,1,42.34279533386022,-71.07155119524083
232046185,,INVESTIGATE PERSON,C11,Monday   ,18,42.30417845419029,-71.07600128996584
232050000,,INVESTIGATE PERSON,C11,Sunday   ,18,42.295664968953695,-71.05887703541188
232050845,,LARCENY ALL OTHERS,C6,Wednesday,0,42.34128798773639,-71.0546788509421
232075852,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,Tuesday  ,18,42.35074197291232,-71.06006134581432
232087406,,BALLISTICS EVIDENCE/FOUND,C11,Saturday ,20,42.30134471303899,-71.067592765233
232066137,,HARASSMENT/ CRIMINAL HARASSMENT,D4,Friday   ,0,42.339541989830174,-71.06940876967543
232096919,,INVESTIGATE PERSON,B3,Wednesday,2,42.287828824917376,-71.0799228772516
232034592,,ROBBERY,C11,Thursday ,19,42.29666248733975,-71.06121777476518
232039,,ASSAULT - SIMPLE,C6,Tuesday  ,21,42.32696694388879,-71.06198554191644
232028021,,HARASSMENT/ CRIMINAL HARASSMENT,B3,Tuesday  ,18,42.28482576580487,-71.09137368938804
232052130,,ASSAULT - AGGRAVATED,B3,Tuesday  ,20,42.28429475516264,-71.09549041774531
232052701,,LARCENY THEFT FROM BUILDING,B2,Wednesday,2,42.33380237768218,-71.08880867211724
232026411,,INVESTIGATE PERSON,B2,Thursday ,0,42.30896999278803,-71.08284838641052
232037653,,ROBBERY,D4,Sunday   ,19,42.33926764213503,-71.07208833441568
232056255,,ASSAULT - SIMPLE,A1,Monday   ,1,42.35066173904468,-71.06602231696822
232055109,,INVESTIGATE PERSON,A1,Tuesday  ,1,42.36240280767195,-71.06954651677968
232062292,,INVESTIGATE PERSON,D4,Sunday   ,1,42.34862381555496,-71.08277637086411
232048056,,INVESTIGATE PERSON,D14,Monday   ,0,42.35042608570894,-71.16637331934788
232064727,,INVESTIGATE PERSON,B2,Monday   ,0,42.33538443957382,-71.10677964872764
232070270,,ASSAULT - SIMPLE,C6,Friday   ,1,42.35300246519365,-71.04502270361397
232065598,,ASSAULT - SIMPLE,D4,Wednesday,19,42.33961961800693,-71.07699236739418
232065940,,ASSAULT - SIMPLE,D4,Thursday ,21,42.344126218792425,-71.09760877682287
232068611,,HARASSMENT/ CRIMINAL HARASSMENT,E5,Saturday ,19,42.27757964153968,-71.16274799376747
232078861,,SERVICE TO OTHER AGENCY,D4,Thursday ,22,42.34728100151713,-71.08774198434068
232080748,,ASSAULT - SIMPLE,B3,Friday   ,1,42.30316090750073,-71.08515551897415
232080033,,VERBAL DISPUTE,E18,Tuesday  ,20,42.27209461990793,-71.11778510400276
232084476,,INVESTIGATE PERSON,D4,Wednesday,19,42.35218613361745,-71.08452171291772
232084575,,INVESTIGATE PERSON,E18,Tuesday  ,0,42.25621592040215,-71.12401947329023
232088803,,INVESTIGATE PERSON,D14,Thursday ,0,42.35170571387404,-71.11989955508469
232059845,,INVESTIGATE PERSON,B3,Friday   ,0,42.28482576580487,-71.09137368938804
232090664,,SICK ASSIST,D4,Wednesday,1,42.34089504254255,-71.0856609835559
232091609,,ASSAULT - AGGRAVATED,D4,Saturday ,0,42.33428840659414,-71.07239517543796
232097510,,ASSAULT - AGGRAVATED,A1,Friday   ,2,42.36398003670001,-71.06049001849333
232082391,,ASSAULT - SIMPLE,B2,Wednesday,20,42.329553539112425,-71.09357443990531
232082363,,INVESTIGATE PROPERTY,B2,Wednesday,19,42.30649282980647,-71.08180676829282
232077837,,THREATS TO DO BODILY HARM,C11,Tuesday  ,0,42.29755532959651,-71.05970910242573
323084794,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Friday   ,0,42.32930002919975,-71.08249004995483
232011177,,ASSAULT - SIMPLE,D4,Friday   ,20,42.34508095295642,-71.06890971116587
232105247,,VERBAL DISPUTE,D4,Tuesday  ,23,42.34857651533871,-71.07772011862542
232096212,,ASSAULT - SIMPLE,D4,Sunday   ,19,42.339541989830174,-71.06940876967543
232018151,,ASSAULT - SIMPLE,A1,Wednesday,18,42.3612220068087,-71.0655389914911
232098462,,SICK ASSIST - DRUG RELATED ILLNESS,A1,Monday   ,1,42.35438252130536,-71.05213281112022
232106549,,INVESTIGATE PERSON,A7,Sunday   ,19,42.36772441173809,-71.03706812860028
232029941,,INVESTIGATE PERSON,E5,Sunday   ,0,42.28251404299281,-71.1574790534355
242003341,,ASSAULT - AGGRAVATED,A1,Friday   ,22,42.36643546331782,-71.06135412537031
232106553,,ASSAULT - AGGRAVATED,B3,Sunday   ,21,42.26985916134843,-71.09346353325522
232106017,,SERVICE TO OTHER AGENCY,E13,Friday   ,20,42.309718567672725,-71.10429431787648
242010154,,INVESTIGATE PERSON,B2,Tuesday  ,20,42.33825584569846,-71.1088008749455
242013853,,ASSAULT - AGGRAVATED,B3,Tuesday  ,1,42.28197224183185,-71.0891245886923
242015634,,ROBBERY,C6,Sunday   ,20,42.33750920943688,-71.05582442514752
232086771,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),D4,Thursday ,20,42.344126277906106,-71.0994277699999
242016905,,INVESTIGATE PERSON,A1,Thursday ,22,42.365450023063765,-71.06112505307046
242018028,,VAL - VIOLATION OF AUTO LAW,B2,Monday   ,21,42.333182991623104,-71.08307607362481
242020857,,ASSAULT - SIMPLE,A7,Wednesday,0,42.37505251084624,-71.03883890747089
242021571,,ASSAULT - AGGRAVATED,B2,Saturday ,22,42.33105504209543,-71.08273194165699
242021245,,INVESTIGATE PERSON,C6,Friday   ,21,42.34128750439044,-71.05467932649397
242023498,,INVESTIGATE PERSON,C6,Saturday ,2,42.34128750439044,-71.05467932649397
242026100,,SERVICE TO OTHER AGENCY,A1,Sunday   ,23,42.35241814728605,-71.06525498581209
242028022,,INVESTIGATE PERSON,D4,Sunday   ,23,42.33428840659414,-71.07239517543796
232088317,,ASSAULT - SIMPLE,B3,Tuesday  ,19,42.28482576580487,-71.09137368938804
232037383,,THREATS TO DO BODILY HARM,C11,Friday   ,22,42.29755532959651,-71.05970910242573
232037772,,INVESTIGATE PERSON,D14,Friday   ,0,42.35170571387404,-71.11989955508469
242039863,,ASSAULT - AGGRAVATED,E13,Thursday ,22,42.31693790570531,-71.10687901206359
232062905,,LARCENY ALL OTHERS,B2,Thursday ,0,42.32019752446046,-71.06641760583173
232021345,,INVESTIGATE PERSON,C11,Monday   ,0,42.30284828074469,-71.06808925882889
242043963,,SUDDEN DEATH,E18,Wednesday,21,42.25189440407388,-71.12535309960198
232009323,,INVESTIGATE PROPERTY,A1,Saturday ,18,42.36643546331781,-71.06135412537031
232020939,,ASSAULT - SIMPLE,A1,Saturday ,23,42.35774053882268,-71.05956788689234
242106008,,ROBBERY,B3,Tuesday  ,1,42.28482576580487,-71.09137368938802
232017853,,ASSAULT - SIMPLE,E18,Tuesday  ,0,42.28719400546537,-71.10603989087684
242108028,,VERBAL DISPUTE,B3,Monday   ,22,42.2928107904335,-71.07327594083033
252074451,,DEATH INVESTIGATION,E13,Sunday   ,1,42.31915677884404,-71.10067582691826
252006873,,SICK ASSIST,,Saturday ,23,42.37465709939963,-71.0382283277359
242035128,,INVESTIGATE PERSON,E5,Wednesday,20,42.26117202826441,-71.15703002958432
242038919,,ROBBERY,A7,Monday   ,21,42.37382755162133,-71.04052458543525
232045413,,VANDALISM,B2,Friday   ,18,42.31286013585045,-71.0821589869452
242074183,,INVESTIGATE PERSON,E18,Saturday ,20,42.285458828993946,-71.1180266665572
232009112,,AUTO THEFT,A7,Friday   ,18,42.381325051436406,-71.02804009577999
252022457,,SUDDEN DEATH,C11,Friday   ,21,42.312314090678896,-71.05099412617423
242092798,,ASSAULT - SIMPLE,C6,Friday   ,1,42.35275616772715,-71.04748127479294
242086413,,LARCENY ALL OTHERS,B2,Thursday ,0,42.32525338480491,-71.09670871880265
242093846,,INVESTIGATE PERSON,B3,Monday   ,18,42.29576380381549,-71.08756001916733
262009359,,FIRE REPORT,E13,Monday   ,18,42.316151840806654,-71.09795135245828
242068624,,ASSAULT - SIMPLE,D14,Tuesday  ,23,42.34682749921355,-71.14319086479756
232037980,,SUDDEN DEATH,E5,Monday   ,19,42.286060153664216,-71.14406046638405
232037483,,VANDALISM,C11,Saturday ,23,42.28787216115246,-71.05506323741653
252018013,,AUTO THEFT,C11,Friday   ,2,42.29755532959654,-71.05970910242573
242087590,,LARCENY THEFT FROM BUILDING,C11,Sunday   ,1,42.27180888618231,-71.06792635741785
262019934,,ASSAULT - SIMPLE,B2,Monday   ,22,42.32635435188557,-71.07422321672198
232022208,,ASSAULT - AGGRAVATED,C6,Wednesday,23,42.3321084294949,-71.07014394813551
242101020,,ROBBERY,C11,Thursday ,21,42.281344984162224,-71.04762653509003
252041611,,INVESTIGATE PERSON,B3,Saturday ,19,42.30302875032204,-71.08071459975174
252083491,,TRESPASSING,C6,Friday   ,19,42.32557398190772,-71.05248129593957
242093352,,AUTO THEFT,B2,Saturday ,20,42.32512277640004,-71.07198831256254
262003574,,INVESTIGATE PERSON,A1,Tuesday  ,19,42.35880593344192,-71.07011890288774
232057941,,PROPERTY - LOST/ MISSING,A1,Friday   ,18,42.35521624826938,-71.06012863469122
242010161,,SICK ASSIST,C11,Tuesday  ,19,42.29331198596142,-71.05965614930751
232080726,,VANDALISM,C6,Thursday ,22,42.35332382540207,-71.04573775215997
242054784,,INVESTIGATE PERSON,B2,Wednesday,20,42.32742591182292,-71.07702562168143
242022156,,ROBBERY,B2,Monday   ,18,42.33041863377052,-71.08250129670405
242067102,,"MURDER, NON-NEGLIGENT MANSLAUGHTER",C11,Monday   ,18,42.309184187617056,-71.06553968822408
252014389,,SICK ASSIST,B3,Saturday ,22,42.268714412421,-71.09221138572715
252018506,,ASSAULT - SIMPLE,A1,Saturday ,20,42.3556540999799,-71.06143259018704
242010344,,VANDALISM,E18,Tuesday  ,22,42.26255557939741,-71.10186986216556
232021193,,SICK ASSIST,E13,Sunday   ,20,42.31538436307495,-71.09870021376588
252098344,,PROPERTY - FOUND,D4,Wednesday,0,42.33954198983015,-71.06940876967543
252098847,,AUTO THEFT,E5,Thursday ,20,42.287093552591074,-71.14822128377165
252098516,,AUTO THEFT,D4,Wednesday,19,42.33954198983015,-71.06940876967543
242107229,,LARCENY SHOPLIFTING,D4,Friday   ,19,42.34999732725388,-71.08103440327558
242064758,,ASSAULT - AGGRAVATED,D14,Sunday   ,23,42.3483570775571,-71.13645290629043
252096239,,SICK ASSIST,B3,Wednesday,20,42.29600750541132,-71.08387509148848
242056821,,ASSAULT - AGGRAVATED,B3,Wednesday,21,42.30262129341521,-71.07918398721611
242052579,,VERBAL DISPUTE,B3,Wednesday,18,42.28482576580487,-71.09137368938802
252097143,,ROBBERY,B3,Saturday ,21,42.29104500707578,-71.07694410278818
242038903,,INVESTIGATE PERSON,B3,Monday   ,22,42.276930855950646,-71.08631705983208
242056886,,BURGLARY - COMMERICAL,E5,Thursday ,2,42.26623735462043,-71.16843345611866
242057131,,INVESTIGATE PERSON,D4,Thursday ,20,42.34460903526226,-71.08973296997598
242057002,,HARASSMENT/ CRIMINAL HARASSMENT,E5,Tuesday  ,23,42.300877282369925,-71.16637769646829
242057126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,Thursday ,19,42.33733400991803,-71.08396201683483
242076319,,SICK ASSIST,B3,Saturday ,19,42.27976918215119,-71.09829689609745
242057144,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,Thursday ,20,42.25621592040215,-71.12401947329023
242057079,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Thursday ,19,42.350486273561366,-71.13288438076802
242058978,,INVESTIGATE PERSON,D4,Wednesday,18,42.33418174963894,-71.078664414317
252097642,,INVESTIGATE PERSON,E13,Monday   ,0,42.32283758702995,-71.10096722512631
252099590,,AUTO THEFT,E18,Sunday   ,18,42.26430492432765,-71.10061293045933
242057091,,SICK ASSIST - DRUG RELATED ILLNESS,A15,Thursday ,18,42.3736634680033,-71.0647360051508
242057166,,SUDDEN DEATH,B2,Thursday ,22,42.31736233795368,-71.07724595760223
242057143,,ROBBERY,C6,Thursday ,21,42.33014011820347,-71.05695787133254
242057077,,PROPERTY - FOUND,D4,Thursday ,18,42.33954198983015,-71.06940876967543
242056978,,TOWED MOTOR VEHICLE,A1,Thursday ,0,42.35370584469061,-71.05898586899663
242057709,,VERBAL DISPUTE,A15,Saturday ,22,42.379940253056525,-71.060606651969
242057698,,SICK ASSIST,D4,Saturday ,21,42.34329794595815,-71.06458096424923
252107062,,VERBAL DISPUTE,A1,Saturday ,0,42.36542501541604,-71.0595764919967
232076285,,FRAUD - WIRE,B2,Thursday ,0,42.32866283555609,-71.08563401183545
242057150,,INVESTIGATE PERSON,A7,Thursday ,21,42.37620266818902,-71.03979926160173
242057082,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Thursday ,19,42.29755532959654,-71.05970910242573
242057102,,M/V ACCIDENT - PERSONAL INJURY,B3,Thursday ,0,42.28482576580487,-71.09137368938802
252078033,,LARCENY ALL OTHERS,E13,Wednesday,20,42.309718567672725,-71.10429431787648
232076542,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,B2,Friday   ,2,42.3198707618137,-71.07096263047784
232076461,,ASSAULT - SIMPLE,A1,Wednesday,19,42.35387719466124,-71.05830207122234
252100590,,SICK ASSIST,C6,Wednesday,20,42.32560047890808,-71.05761263931073
232076460,,INVESTIGATE PERSON,D4,Thursday ,18,42.33355202445924,-71.07351195090317
242037949,,INVESTIGATE PERSON,E5,Friday   ,18,42.28510069986002,-71.1351731259429
242062002,,ASSAULT - SIMPLE,E18,Friday   ,18,42.25621592040215,-71.12401947329023
232076505,,FRAUD - CREDIT CARD / ATM FRAUD,D4,Thursday ,22,42.34439568415441,-71.08632016344815
252049270,,LARCENY SHOPLIFTING,E5,Wednesday,19,42.28788932440643,-71.1265858526016
232076529,,ASSAULT - SIMPLE,D14,Thursday ,21,42.348550605722814,-71.15007628211559
232076797,,VAL - VIOLATION OF AUTO LAW,D14,Friday   ,19,42.356336035826345,-71.16232194378804
232076202,,SICK ASSIST,D4,Wednesday,23,42.34491580468045,-71.06169938200543
232076476,,TOWED MOTOR VEHICLE,C11,Thursday ,19,42.29037675504041,-71.06139736159689
232076653,,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,Thursday ,22,42.34905600030505,-71.15049849975023
232066711,,LARCENY THEFT FROM BUILDING,D14,Friday   ,0,42.34905600030505,-71.15049849975023
232067062,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E18,Monday   ,19,42.25843909227414,-71.12348833479446
232066968,,FRAUD - FALSE PRETENSE / SCHEME,D14,Monday   ,0,42.35674412427862,-71.14367007305148
232067032,,INVESTIGATE PERSON,D4,Monday   ,18,42.34306560430674,-71.0681117368651
232066760,,INVESTIGATE PERSON,C6,Sunday   ,19,42.34128750439044,-71.05467932649397
232066791,,INVESTIGATE PERSON,C6,Sunday   ,23,42.3304122026934,-71.05182564584521
232066510,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,Saturday ,22,42.34128750439044,-71.05467932649397
232066734,,INVESTIGATE PROPERTY,A7,Sunday   ,18,42.3916662777243,-71.01042824156038
232066688,,PROPERTY - LOST/ MISSING,D4,Friday   ,18,42.33954198983015,-71.06940876967543
232067054,,THREATS TO DO BODILY HARM,D4,Monday   ,18,42.33632385515941,-71.07956046951838
232067041,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,C11,Monday   ,18,42.29070004787308,-71.06991285246573
232066746,,DEATH INVESTIGATION,A7,Sunday   ,19,42.38783614504704,-71.01203797794051
232066762,,INVESTIGATE PERSON,C11,Sunday   ,19,42.278399201130526,-71.06636305093119
232067098,,VAL - OPERATING AFTER REV/SUSP.,B2,Monday   ,22,42.31407095727929,-71.07777901402817
232066789,,FIREARM/WEAPON - FOUND OR CONFISCATED,E5,Sunday   ,22,42.300877282369925,-71.16637769646829
242075674,,LARCENY ALL OTHERS,E13,Tuesday  ,0,42.309718567672725,-71.10429431787648
232066790,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Sunday   ,22,42.32884999968319,-71.07064394269939
232067056,,FORGERY / COUNTERFEITING,E13,Thursday ,0,42.30649763502085,-71.12635674841458
232066743,,ANIMAL ABUSE,A1,Sunday   ,18,42.35230243607954,-71.06133346052262
232076596,,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,Friday   ,0,42.29755532959654,-71.05970910242573
232076779,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,B2,Friday   ,18,42.30997396815846,-71.0863440434242
232076636,,LARCENY THEFT OF BICYCLE,C6,Wednesday,0,42.34128750439044,-71.05467932649397
232066564,,VANDALISM,D4,Sunday   ,2,42.343559011009184,-71.07410603192218
232066709,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,A1,Saturday ,22,42.36367400114038,-71.05210499545899
232067072,,VAL - VIOLATION OF AUTO LAW,A7,Monday   ,18,42.37642999259519,-71.03296999722754
232066756,,M/V ACCIDENT - PERSONAL INJURY,B2,Sunday   ,18,42.30354147818476,-71.09922817207635
232066784,,HARASSMENT/ CRIMINAL HARASSMENT,D4,Sunday   ,21,42.33954198983015,-71.06940876967543
232066487,,LIQUOR LAW VIOLATION,A1,Saturday ,20,42.36367400114038,-71.05210499545899
232066792,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,Sunday   ,23,42.29733659702026,-71.087296041594
232067112,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,Tuesday  ,0,42.326356009723256,-71.0586660452645
